Image, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,emotion
fear56,0,0,1.07,0,2.21,2.1,1.52,1.11,1.66,0.59,0.36,0,0,0,1.37,0.06,0.34,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0
fear57,0,0,0.97,0,1.56,1.45,1.01,0.89,1.23,0.38,0.2,0.07,0,0,1.33,0.17,0.28,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
fear58,0,0,0.85,0,0.87,0.91,0.49,0.6,0.83,0.2,0.06,0.11,0,0,1.39,0.33,0.2,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
fear59,0,0,0.62,0,0.21,0.37,0,0.21,0.44,0,0,0.11,0,0,1.48,0.57,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
fear60,0.43,0,0.36,0.12,0.15,0.3,0.01,0.11,0.4,0.11,0,0.21,0,0,1.03,0.51,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
fear61,0.88,0,0.14,0.28,0.13,0.22,0.01,0.02,0.3,0.23,0,0.39,0,0,0.52,0.52,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fear62,1.3,0,0,0.38,0.07,0.13,0.03,0,0.22,0.3,0,0.58,0,0,0,0.48,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fear63,1.9,0.23,0.39,0.26,0.05,0.19,0.02,0,0.14,0.26,0.1,0.51,0,0,0,0.38,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fear64,2.51,0.45,0.82,0.1,0.01,0.29,0.02,0,0.08,0.21,0.22,0.42,0.03,0,0,0.25,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
fear65,3.26,0.63,1.26,0,0,0.57,0,0,0,0.18,0.37,0.35,0.12,0,0.07,0.11,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
fear66,2.85,0.87,1.15,0,0,0.59,0,0,0,0.11,0.4,0.74,0.39,0,0.1,0.97,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
fear67,2.38,1.07,1.04,0,0,0.65,0,0,0,0.04,0.44,1.26,0.65,0,0.16,2.02,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
fear68,1.77,1.22,0.95,0,0,0.74,0,0,0.03,0,0.45,1.92,0.8,0.01,0.09,3.08,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
fear69,1.14,0.74,0.66,0,0,0.59,0,0,0.19,0,0.31,1.73,0.84,0.2,0.06,2.32,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
fear70,0.55,0.33,0.38,0.06,0,0.38,0,0,0.32,0,0.15,1.4,0.95,0.32,0,1.26,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
fear71,0.06,0,0.04,0.1,0,0,0,0,0.35,0,0,0.89,1.04,0.43,0,0.15,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
fear72,0.17,0,0.65,0.1,0.19,0.19,0.01,0.08,0.48,0.28,0.33,0.91,0.73,0.3,0,0.03,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
fear73,0.19,0,1.21,0.03,0.43,0.42,0.04,0.28,0.74,0.68,0.67,0.95,0.32,0.24,0,0.09,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
fear74,0.13,0,1.82,0,0.74,0.75,0.1,0.58,1.13,1.04,0.96,1.04,0,0.2,0.06,0.31,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
fear75,0,0,1.84,0,0.93,0.99,0.18,0.88,1.36,1.1,0.87,1.04,0,0.2,0.18,0.65,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
surprise1,0,0,0,0,0,0,0,0,0.37,0,0.32,2.39,0.83,1.27,0.91,1.94,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
surprise2,0,0,0,0,0,0,0,0,0.12,0,0.11,1.75,0.52,0.6,0.53,1.23,0.14,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
surprise3,0,0,0,0,0,0,0,0,0,0,0,1.45,0.37,0.24,0.39,0.8,0.14,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
surprise4,0.13,0,0,0,0,0,0,0.2,0.19,0.27,0.09,1.48,0.33,0.12,0.8,0.96,0.08,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
surprise5,0.24,0,0,0,0,0,0,0.39,0.38,0.56,0.26,1.55,0.23,0.06,1.15,1.23,0.04,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
surprise6,0.24,0,0.22,0,0,0,0,0.39,0.38,0.56,0.26,1.3,0.23,0,1.4,1.28,0.13,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
surprise7,0.1,0,0.6,0,0,0,0,0.19,0.19,0.29,0.17,0.97,0.24,0,1.39,1.07,0.14,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
surprise8,0.06,0,0.6,0.02,0,0,0.25,0,0,0,0,0.74,0.25,0,1.13,0.96,0.14,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
surprise9,0.07,0,0.38,0.02,0,0,0.53,0,0.04,0,0,0.85,0.27,0,0.88,0.95,0.05,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
surprise10,0.07,0,0,0.02,0,0,0.61,0,0.04,0,0.21,1.01,0.25,0,0.67,0.62,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
surprise11,0.01,0,0,0,0,0,0.47,0,0.04,0,0.54,0.94,0.22,0,0.8,0.24,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise12,0,0.08,0,0,0,0.18,0.18,0,0,0,0.54,0.77,0.06,0.26,0.63,0.34,0.27,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise13,0.05,0.2,0,0,0,0.33,0.11,0,0,0,0.33,0.77,0,0.6,0.34,0.8,0.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise14,0.08,0.27,0,0,0,0.45,0,0,0,0,0,0.84,0,0.91,0,1.25,0.76,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise15,0.15,0.21,0,0.1,0,0.34,0,0,0,0,0,0.98,0,0.65,0.06,0.93,0.49,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise16,0.2,0.13,0,0.1,0,0.26,0.04,0,0,0,0,0.97,0,0.31,0.09,0.47,0.27,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise17,0.23,0.06,0,0.31,0,0.41,0.05,0,0,0,0,1.03,0,0,0.09,0.07,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise18,0.68,0.22,0,0.21,0,0.6,0.05,0,0,0,0.17,0.91,0.16,0,0.15,0.04,0.19,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise19,1.34,0.52,0,0.21,0,0.84,0.01,0,0,0,0.4,0.74,0.28,0,0.22,0.06,0.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise20,2.05,0.92,0,0,0,0.88,0,0,0,0,0.58,0.47,0.34,0,0.42,0.11,0.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise21,1.65,0.76,0.25,0,0,0.62,0,0,0,0,0.4,0.26,0.26,0,0.61,0.11,0.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise22,1.11,0.54,0.53,0,0,0.31,0,0,0,0,0.18,0.1,0.15,0,0.98,0.1,0.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise23,0.34,0.14,0.53,0,0,0.11,0.14,0,0,0,0.17,0.5,0.08,0,0.77,0.01,0.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise24,0.22,0.12,0.28,0,0,0.22,0.29,0,0,0,0.3,0.93,0,0,0.47,0.01,0.88,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
surprise25,0,0,0,0,0,0.25,0.43,0,0,0,0.41,1.38,0,0.05,0,0.01,1.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
surprise26,0,0,0,0,0,0.2,0.41,0.09,0,0,0.23,1.23,0.06,0.16,0.36,0.39,0.64,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
surprise27,0,0,0,0,0,0.11,0.27,0.09,0,0,0.1,1.24,0.14,0.29,0.36,0.46,0.28,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
surprise28,0,0,0,0,0,0.08,0.13,0.09,0,0,0,0.79,0.14,0.25,0.36,0.46,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
surprise29,0.35,0,0,0,0,0.03,0,0,0,0,0.36,1.4,0.32,0.48,0,0.56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
surprise30,0.84,0,0,0,0,0,0,0,0,0,0.7,1.92,0.53,0.59,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
surprise31,0.84,0,0.07,0,0,0,0,0,0,0,0.88,2.41,0.68,0.73,0.44,1.14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
surprise32,0.49,0,0.07,0,0,0,0,0,0,0,0.71,1.74,0.65,0.43,1.09,0.88,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
surprise33,0.61,0.22,0.07,0.35,0,0,0,0,0,0,0.39,0.98,0.36,0.18,1.19,0.54,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
surprise34,1.21,0.37,0,0.58,0,0,0,0,0,0,0.23,0.67,0.2,0.04,0.77,0.56,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
surprise35,1.86,0.59,0,0.87,0,0,0,0,0,0,0.08,0.75,0,0,0.12,0.57,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
surprise36,1.43,0.76,0.12,0.52,0,0.1,0,0,0,0,0.23,0.95,0,0.15,0.06,0.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise37,0.98,0.88,0.31,0.29,0,0.22,0.05,0,0,0,0.4,1.14,0,0.15,0.11,0.24,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise38,0.57,0.94,0.54,0,0,0.33,0.17,0,0,0,0.58,1.17,0.06,0.15,0.19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise39,0.4,0.55,0.46,0,0,0.23,0.26,0,0,0,0.42,0.82,0.31,0,0.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise40,0.24,0.28,0.27,0,0,0.11,0.21,0,0,0,0.3,0.44,0.43,0,0.64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise41,0,0,0.04,0,0,0,0.09,0,0,0,0.22,0.06,0.39,0,0.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise42,0,0,0,0.1,0,0,0.03,0,0,0,0.35,0.21,0.15,0,0.71,0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise43,0,0,0,0.1,0,0,0.03,0,0,0,0.29,0.83,0.03,0,0.32,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise44,0,0,0,0.18,0,0,0.03,0,0,0,0.13,1.49,0,0.06,0,0.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise45,0.67,0.57,0,0.08,0,0.13,0,0,0.12,0,0.03,1.48,0,0.06,0,0.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise46,1.31,1.08,0,0.08,0,0.16,0,0.01,0.25,0,0.08,1.06,0,0.06,0,0.17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise47,1.31,1.08,0,0,0,0.16,0,0.01,0.3,0,0.07,0.39,0,0,0.59,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise48,0.64,0.52,0,0,0,0.03,0.06,0.01,0.22,0,0.05,0.19,0,0,1.12,0.01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise49,0,0.01,0,0,0,0,0.11,0,0.14,0.01,0,0,0,0,1.66,0.01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise50,0,0.01,0.02,0,0,0,0.11,0,0.1,0.01,0,0.58,0,0.2,1.07,0.01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
surprise51,0,0,0.02,0,0,0,0.04,0,0.05,0.01,0.01,1.07,0,0.4,0.55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise52,0,0,0.02,0,0,0,0,0,0,0,0.01,1.59,0,0.58,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise53,0.17,0.09,0.13,0.09,0,0.34,0.12,0,0,0,0.02,1.27,0.21,0.38,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise54,0.25,0.13,0.27,0.21,0,0.72,0.23,0,0,0,0.01,1.06,0.36,0.18,0,0.04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise55,0.68,0.46,0.27,0.21,0,0.72,0.23,0,0,0,0.01,0.54,0.36,0,0.37,0.14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise56,0.79,0.5,0.14,0.12,0,0.38,0.11,0,0,0,0,0.29,0.15,0,0.67,0.26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise57,0.71,0.47,0,0,0,0,0.17,0,0,0,0,0,0.14,0,1.03,0.31,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
surprise58,0.29,0.13,0,0,0,0,0.27,0,0,0,0,0,0.23,0,1.03,0.41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
surprise59,0,0,0,0,0,0,0.27,0,0.04,0,0,0,0.23,0.27,1.12,0.69,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
surprise60,0,0,0,0,0,0,0.1,0,0.04,0,0,0,0.09,0.39,1.23,1.12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
surprise61,0,0,0,0.04,0,0,0.04,0,0.04,0,0,0,0,0.39,1.22,1.29,0.08,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
surprise62,0,0,0,0.21,0,0.2,0.04,0,0,0,0,0,0,0.13,1.23,1.2,0.23,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
surprise63,0,0,0,0.36,0,0.37,0.07,0,0,0,0,0,0,0,1.11,1.01,0.39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
surprise64,0,0,0,0.32,0,0.37,0.03,0,0,0,0,0,0.08,0,0.9,0.75,0.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise65,0,0,0,0.15,0,0.17,0.03,0,0,0,0,0,0.08,0,0.5,0.45,0.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise66,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.14,0.21,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise67,0,0,0,0.4,0,0.07,0,0,0,0,0.1,0,0,0,0.12,0.34,0.27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise68,0,0,0,0.95,0,0.07,0,0,0,0,0.13,0,0,0,0.26,0.59,0.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise69,0,0,0,1.51,0,0.07,0,0,0,0,0.14,0,0,0,0.49,0.74,0.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise70,0.14,0,0,1.11,0,0,0,0,0,0,0.04,0.1,0.15,0,0.46,0.5,0.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise71,0.3,0,0,0.57,0,0,0,0,0,0,0.01,0.1,0.34,0,0.43,0.26,0.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise72,0.48,0,0,0,0,0.04,0,0,0,0,0,0.15,0.54,0,0.3,0,0.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise73,0.34,0,0,0,0,0.04,0,0,0,0,0,0.06,0.39,0,0.19,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise74,0.27,0.13,0,0.17,0,0.04,0,0,0,0,0.17,0.24,0.2,0,0.38,0.42,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise75,0.2,0.25,0,0.17,0,0,0,0,0,0,0.26,0.32,0,0,0.72,0.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise76,0.2,0.25,0,0.17,0,0.06,0.33,0,0,0,0.26,0.32,0.04,0,1.04,0.98,0.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise77,0.11,0.12,0,0,0,0.09,0.69,0,0,0,0.1,0.13,0.04,0,1.31,0.87,1.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise78,0,0,0,0,0,0.23,0.97,0,0,0,0,0,0.11,0,1.41,0.67,1.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise79,0.29,0.34,0.02,0,0,0.18,0.65,0,0,0,0,0,0.12,0,1.09,0.57,1.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise80,0.29,0.34,0.02,0,0,0.14,0.28,0,0,0,0,0,0.12,0,0.53,0.27,0.53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
surprise81,0.53,0.57,0.03,0,0,0,0,0,0,0,0,0,0.06,0.01,0,0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise82,0.34,0.23,0.01,0,0,0,0.38,0,0,0,0,0,0,0.01,0.35,0.01,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise83,0.34,0.23,0.01,0,0,0,0.38,0,0,0,0,0,0,0.01,0.35,0.01,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise84,0.13,0,0,0,0,0,0.7,0,0,0,0,0,0.02,0,0.61,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise85,0.03,0,0,0,0,0,0.49,0,0,0,0,0,0.02,0,0.8,0.49,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise86,0.03,0.08,0,0,0,0,0.62,0,0,0,0,0,0.02,0,1.12,0.8,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
surprise87,0,0.08,0,0,0,0,0.3,0,0,0,0,0,0,0,0.86,0.8,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise88,0.38,0.2,0.06,0,0,0,0.14,0,0,0,0.26,0.2,0,0.05,0.33,0.31,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise89,0.38,0.11,0.06,0,0,0,0,0,0,0,0.26,0.2,0,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise90,0.92,0.4,0.12,0.33,0,0,0,0,0,0,0.39,0.22,0,0.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise91,0.54,0.29,0.05,0.39,0,0,0,0,0,0,0.13,0.32,0,0,0.48,0.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise92,0.54,0.29,0.05,0.39,0,0,0,0,0,0,0.13,0.58,0.02,0,1.04,1.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise93,0,0,0,0.07,0,0,0,0,0,0,0,0.85,0.04,0,1.54,1.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise94,0.04,0,0,0,0,0,0,0,0,0,0,0.64,0.04,0,1.12,1.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise95,0.04,0,0,0,0,0,0,0,0,0,0,0.38,0.02,0,0.56,0.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise96,0.04,0,0,0,0,0,0,0,0,0,0,0.21,0,0.03,0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise97,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise98,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise101,0,0,0,0,0,0.04,0,0,0,0,0,0.45,0.25,0.02,0.08,0.17,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise102,0,0,0,0,0,0.04,0,0,0,0,0,0.45,0.25,0.02,0.08,0.17,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise103,0,0,0,0,0,0.04,0,0,0,0,0,0.45,0.25,0.02,0.08,0.17,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise105,0,0,0,0,0,0,0,0,0,0,0.41,0.43,0,0,0.14,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise106,0,0,0,0,0,0,0,0,0,0,0.41,0.49,0,0,0.7,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise107,0,0,0,0,0,0,0,0.03,0,0,0.41,0.66,0,0,1.21,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise108,0,0,0,0,0,0,0,0.03,0,0,0,0.23,0,0,1.07,0.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise109,0,0,0,0,0,0,0,0.03,0,0,0,0.17,0,0,0.51,0.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise110,0,0,0,0,0,0.22,0,0,0,0,0,0.71,0,0.33,0.46,0.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise111,0,0,0,0,0,0.27,0,0,0,0,0.02,1.39,0,0.54,0.9,1.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise112,0.46,0.46,0,0,0,0.68,0,0,0,0,0.03,1.81,0,0.54,0.9,1.35,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise113,0.46,0.46,0,0,0,0.46,0,0,0,0,0.03,1.1,0,0.21,0.43,0.88,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise114,0.77,1.01,0,0,0,0.77,0,0,0,0,0.02,0.78,0,0.09,0,0.57,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise115,0.61,0.55,0,0.63,0,0.39,0.02,0,0,0,0.01,0.44,0,0.09,0.46,0.23,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise116,0.88,0.55,0,1.43,0,0.47,0.11,0,0,0,0.01,0.44,0,0.09,1.03,0.61,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise117,0.76,0,0,2.17,0,0.16,0.21,0,0,0,0,0.09,0,0,1.53,0.78,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise118,0.47,0,0,1.54,0,0.13,0.19,0,0,0,0,0,0,0,1.07,0.78,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise119,0.19,0,0,0.74,0,0.22,0.12,0,0,0,0,0.39,0.16,0.2,0.68,0.59,0.02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise120,0,0,0,0,0,0.16,0.01,0,0,0,0.15,0.8,0.37,0.34,0.44,0.51,0.02,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise121,0.06,0,0,0,0,0.32,0.01,0,0,0,0.15,1.39,0.37,0.4,0.56,0.98,0.32,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise122,0.13,0,0,0,0,0.39,0,0,0,0,0.15,1.62,0.21,0.35,0.52,1.19,0.34,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise123,0.13,0,0,0,0,0.51,0,0,0,0,0,1.84,0,0.37,0.36,1.35,0.44,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise124,0.06,0,0,0.55,0,0.58,0.11,0,0,0,0.03,1.64,0,0.42,0.24,0.98,0.14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise125,0,0,0,0.55,0,0.35,0.11,0,0,0,0.03,1.01,0,0.27,0.1,0.59,0.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surprise126,0,0,0,0.55,0,0.23,0.11,0,0,0,0.03,0.38,0,0.11,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise128,0,0,0.07,0.34,0,0,0,0,0,0,0,0,0,0,0.92,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
